eruptions,waiting,density
1.6,43.0,0.003216158833938544
1.6472972972972975,43.0,0.0038353752391414044
1.6945945945945946,43.0,0.004435547765906508
1.741891891891892,43.0,0.004977613927007091
1.7891891891891893,43.0,0.005424237525490072
1.8364864864864865,43.0,0.005744544173235021
1.8837837837837839,43.0,0.005918011786630779
1.9310810810810812,43.0,0.005936761625158174
1.9783783783783784,43.0,0.005805860699377808
2.025675675675676,43.0,0.005541706227632377
2.072972972972973,43.0,0.005168978715745892
2.1202702702702703,43.0,0.004716903292191125
2.1675675675675676,43.0,0.0042155918308958065
2.214864864864865,43.0,0.0036930711190559327
2.262162162162162,43.0,0.003173316728030342
2.3094594594594593,43.0,0.002675314540277455
2.3567567567567567,43.0,0.002212951095030285
2.404054054054054,43.0,0.0017954338155083097
2.4513513513513514,43.0,0.0014279559022958948
2.4986486486486488,43.0,0.0011124057420342985
2.545945945945946,43.0,0.0008480239251138303
2.5932432432432435,43.0,0.0006319909266242004
2.6405405405405404,43.0,0.00045996691077496165
2.687837837837838,43.0,0.000326605952518158
2.735135135135135,43.0,0.00022604720897575142
2.782432432432432,43.0,0.00015236397414353358
2.8297297297297295,43.0,0.00009994062218770272
2.877027027027027,43.0,0.00006375072431785917
2.924324324324324,43.0,0.00003952345503846797
2.9716216216216216,43.0,0.000023802873814868313
3.018918918918919,43.0,0.000013919366978290733
3.0662162162162163,43.0,7.90074776064952e-6
3.1135135135135137,43.0,4.351625537178408e-6
3.160810810810811,43.0,2.3253125595225862e-6
3.208108108108108,43.0,1.2053442953602293e-6
3.2554054054054054,43.0,6.061010277902953e-7
3.3027027027027027,43.0,2.9570012981743743e-7
3.3499999999999996,43.0,1.4001759188196454e-7
3.397297297297297,43.0,6.43872654065422e-8
3.4445945945945944,43.0,2.878121303821823e-8
3.4918918918918918,43.0,1.2522786854686076e-8
3.539189189189189,43.0,5.313724722097326e-9
3.5864864864864865,43.0,2.204461823594844e-9
3.633783783783784,43.0,8.970379137674269e-10
3.681081081081081,43.0,3.594189621505527e-10
3.728378378378378,43.0,1.4240607774360387e-10
3.7756756756756755,43.0,5.6030672502980606e-11
3.822972972972973,43.0,2.1969119027809306e-11
3.8702702702702703,43.0,8.601747155127421e-12
3.9175675675675676,43.0,3.3636214022524404e-12
3.9648648648648646,43.0,1.3111931209262413e-12
4.012162162162162,43.0,5.077682410529209e-13
4.059459459459459,43.0,1.9449475495621448e-13
4.106756756756757,43.0,7.335094545739011e-14
4.154054054054054,43.0,2.712103164429127e-14
4.201351351351351,43.0,9.795278686956692e-15
4.248648648648649,43.0,3.445437322933975e-15
4.295945945945945,43.0,1.1775536587336198e-15
4.3432432432432435,43.0,3.9035861182885864e-16
4.39054054054054,43.0,1.2535291532057806e-16
4.437837837837838,43.0,3.895846913892302e-17
4.485135135135135,43.0,1.1711870329350153e-17
4.532432432432432,43.0,3.4051028351218922e-18
4.5797297297297295,43.0,9.577667767570823e-19
4.627027027027027,43.0,2.609363253624167e-19
4.674324324324324,43.0,6.905008287364195e-20
4.721621621621622,43.0,1.7850699259168043e-20
4.768918918918919,43.0,4.558739604154358e-21
4.816216216216215,43.0,1.1728992221221727e-21
4.863513513513514,43.0,3.1315215139976953e-22
4.91081081081081,43.0,8.970451819208064e-23
4.958108108108108,43.0,2.812815961252266e-23
5.005405405405405,43.0,9.578802990921072e-24
5.052702702702702,43.0,3.4387634410802696e-24
5.1,43.0,1.2592497278268704e-24
1.6,43.71621621621622,0.00438550310034624
1.6472972972972975,43.71621621621622,0.00520742020001165
1.6945945945945946,43.71621621621622,0.0059962342873915685
1.741891891891892,43.71621621621622,0.006699973637740452
1.7891891891891893,43.71621621621622,0.007270138459354908
1.8364864864864865,43.71621621621622,0.007667950150435207
1.8837837837837839,43.71621621621622,0.007869232268619098
1.9310810810810812,43.71621621621622,0.007866964535352999
1.9783783783783784,43.71621621621622,0.007671094015777805
2.025675675675676,43.71621621621622,0.00730583013074637
2.072972972972973,43.71621621621622,0.006805197098882911
2.1202702702702703,43.71621621621622,0.006207912183909948
2.1675675675675676,43.71621621621622,0.0055526380067215915
2.214864864864865,43.71621621621622,0.004874368993503895
2.262162162162162,43.71621621621622,0.004202284013499555
2.3094594594594593,43.71621621621622,0.003558982571711146
2.3567567567567567,43.71621621621622,0.0029607402545630524
2.404054054054054,43.71621621621622,0.0024183205801735653
2.4513513513513514,43.71621621621622,0.001937942594520862
2.4986486486486488,43.71621621621622,0.0015221567796895434
2.545945945945946,43.71621621621622,0.0011705462097062846
2.5932432432432435,43.71621621621622,0.0008802867674411393
2.6405405405405404,43.71621621621622,0.0006466469880077027
2.687837837837838,43.71621621621622,0.00046349493208181343
2.735135135135135,43.71621621621622,0.0003238349345197847
2.782432432432432,43.71621621621622,0.00022035123537592806
2.8297297297297295,43.71621621621622,0.00014590840463349982
2.877027027027027,43.71621621621622,0.00009395616932665566
2.924324324324324,43.71621621621622,0.00005880349142774814
2.9716216216216216,43.71621621621622,0.00003575282743492074
3.018918918918919,43.71621621621622,0.000021109966040657005
3.0662162162162163,43.71621621621622,0.000012100977788403082
3.1135135135135137,43.71621621621622,6.733567939067404e-6
3.160810810810811,43.71621621621622,3.637109077742086e-6
3.208108108108108,43.71621621621622,1.9073013156014744e-6
3.2554054054054054,43.71621621621622,9.71380385508903e-7
3.3027027027027027,43.71621621621622,4.807684947199377e-7
3.3499999999999996,43.71621621621622,2.3145974107279793e-7
3.397297297297297,43.71621621621622,1.0854473905572e-7
3.4445945945945944,43.71621621621622,4.967787068958935e-8
3.4918918918918918,43.71621621621622,2.224466971055507e-8
3.539189189189189,43.71621621621622,9.775952706823137e-9
3.5864864864864865,43.71621621621622,4.232169033672011e-9
3.633783783783784,43.71621621621622,1.8120482891611063e-9
3.681081081081081,43.71621621621622,7.702756443848003e-10
3.728378378378378,43.71621621621622,3.260822739677803e-10
3.7756756756756755,43.71621621621622,1.3770403823937906e-10
3.822972972972973,43.71621621621622,5.800461443827258e-11
3.8702702702702703,43.71621621621622,2.432494602516468e-11
3.9175675675675676,43.71621621621622,1.0122274094439623e-11
3.9648648648648646,43.71621621621622,4.1625324975519516e-12
4.012162162162162,43.71621621621622,1.6843356961721226e-12
4.059459459459459,43.71621621621622,6.679622698893133e-13
4.106756756756757,43.71621621621622,2.5871580252048464e-13
4.154054054054054,43.71621621621622,9.759081028804141e-14
4.201351351351351,43.71621621621622,3.5771558986875524e-14
4.248648648648649,43.71621621621622,1.2719349885235197e-14
4.295945945945945,43.71621621621622,4.381604957849486e-15
4.3432432432432435,43.71621621621622,1.4609669922967682e-15
4.39054054054054,43.71621621621622,4.712135790809728e-16
4.437837837837838,43.71621621621622,1.4697058992501886e-16
4.485135135135135,43.71621621621622,4.43314194573533e-17
4.532432432432432,43.71621621621622,1.2940756681768569e-17
4.5797297297297295,43.71621621621622,3.6622714139139315e-18
4.627027027027027,43.71621621621622,1.0087036596552333e-18
4.674324324324324,43.71621621621622,2.724970722594242e-19
4.721621621621622,43.71621621621622,7.325101622403752e-20
4.768918918918919,43.71621621621622,2.0070680161321502e-20
4.816216216216215,43.71621621621622,5.7916499585595434e-21
4.863513513513514,43.71621621621622,1.8138755756930362e-21
4.91081081081081,43.71621621621622,6.220023485557415e-22
4.958108108108108,43.71621621621622,2.2906279306622773e-22
5.005405405405405,43.71621621621622,8.762278542321265e-23
5.052702702702702,43.71621621621622,3.37870681144544e-23
5.1,43.71621621621622,1.2871454691824112e-23
1.6,44.432432432432435,0.005662332414436316
1.6472972972972975,44.432432432432435,0.006702938842853667
1.6945945945945946,44.432432432432435,0.0076947030949567514
1.741891891891892,44.432432432432435,0.008571867343106684
1.7891891891891893,44.432432432432435,0.009274125114148784
1.8364864864864865,44.432432432432435,0.009754472528886126
1.8837837837837839,44.432432432432435,0.009985111359962754
1.9310810810810812,44.432432432432435,0.009960233523951438
1.9783783783783784,44.432432432432435,0.009695252346418196
2.025675675675676,44.432432432432435,0.009222884486844926
2.072972972972973,44.432432432432435,0.008587171975212653
2.1202702702702703,44.432432432432435,0.00783687014310158
2.1675675675675676,44.432432432432435,0.0070195466355501435
2.214864864864865,44.432432432432435,0.006177315339697869
2.262162162162162,44.432432432432435,0.005344545235225705
2.3094594594594593,44.432432432432435,0.004547341542802377
2.3567567567567567,44.432432432432435,0.0038042480275799003
2.404054054054054,44.432432432432435,0.0031275222879310386
2.4513513513513514,44.432432432432435,0.0025244517464343536
2.4986486486486488,44.432432432432435,0.001998407993288763
2.545945945945946,44.432432432432435,0.001549571918851168
2.5932432432432435,44.432432432432435,0.0011754234355392378
2.6405405405405404,44.432432432432435,0.0008711488160015456
2.687837837837838,44.432432432432435,0.0006300916381998674
2.735135135135135,44.432432432432435,0.0004443006975972426
2.782432432432432,44.432432432432435,0.00030515295751402965
2.8297297297297295,44.432432432432435,0.00020398094935501377
2.877027027027027,44.432432432432435,0.00013262203567836317
2.924324324324324,44.432432432432435,0.0000838255557730361
2.9716216216216216,44.432432432432435,0.000051488615982705163
3.018918918918919,44.432432432432435,0.00003072708091702274
3.0662162162162163,44.432432432432435,0.00001781462140534917
3.1135135135135137,44.432432432432435,0.0000100352168635242
3.160810810810811,44.432432432432435,5.494368453029153e-6
3.208108108108108,44.432432432432435,2.9255977816817975e-6
3.2554054054054054,44.432432432432435,1.516457102488325e-6
3.3027027027027027,44.432432432432435,7.662294294466782e-7
3.3499999999999996,44.432432432432435,3.781040483768008e-7
3.397297297297297,44.432432432432435,1.8265874453822993e-7
3.4445945945945944,44.432432432432435,8.66450472494443e-8
3.4918918918918918,44.432432432432435,4.049678929682444e-8
3.539189189189189,44.432432432432435,1.8718146964888406e-8
3.5864864864864865,44.432432432432435,8.58558042790595e-9
3.633783783783784,44.432432432432435,3.918400647564715e-9
3.681081081081081,44.432432432432435,1.7819099202879798e-9
3.728378378378378,44.432432432432435,8.072375174951126e-10
3.7756756756756755,44.432432432432435,3.6362874808567543e-10
3.822972972972973,44.432432432432435,1.623722980651043e-10
3.8702702702702703,44.432432432432435,7.159875715502408e-11
3.9175675675675676,44.432432432432435,3.1053111621856605e-11
3.9648648648648646,44.432432432432435,1.3197132715756793e-11
4.012162162162162,44.432432432432435,5.477763248030405e-12
4.059459459459459,44.432432432432435,2.2145926875608532e-12
4.106756756756757,44.432432432432435,8.701752330375545e-13
4.154054054054054,44.432432432432435,3.317469984374055e-13
4.201351351351351,44.432432432432435,1.2255621889901426e-13
4.248648648648649,44.432432432432435,4.3830506276021646e-14
4.295945945945945,44.432432432432435,1.5164810137882256e-14
4.3432432432432435,44.432432432432435,5.0738552643220514e-15
4.39054054054054,44.432432432432435,1.6414698826577947e-15
4.437837837837838,44.432432432432435,5.136493504896294e-16
4.485135135135135,44.432432432432435,1.556386039846744e-16
4.532432432432432,44.432432432432435,4.578112024147373e-17
4.5797297297297295,44.432432432432435,1.3141985049358621e-17
4.627027027027027,44.432432432432435,3.7195210678755905e-18
4.674324324324324,44.432432432432435,1.0571065166527232e-18
4.721621621621622,44.432432432432435,3.1036903396010237e-19
4.768918918918919,44.432432432432435,9.736325369974621e-20
4.816216216216215,44.432432432432435,3.339512817404364e-20
4.863513513513514,44.432432432432435,1.2475167165601571e-20
4.91081081081081,44.432432432432435,4.936094628919715e-21
4.958108108108108,44.432432432432435,2.000537832428076e-21
5.005405405405405,44.432432432432435,8.092486722135943e-22
5.052702702702702,44.432432432432435,3.215351482299506e-22
5.1,44.432432432432435,1.2438299917047254e-22
1.6,45.148648648648646,0.006941260372466684
1.6472972972972975,45.148648648648646,0.008202206899199548
1.6945945945945946,45.148648648648646,0.009399722122053379
1.741891891891892,45.148648648648646,0.010454442650892752
1.7891891891891893,45.148648648648646,0.011294291110422256
1.8364864864864865,45.148648648648646,0.011863900197775947
1.8837837837837839,45.148648648648646,0.012131542807887735
1.9310810810810812,45.148648648648646,0.012092186636297783
1.9783783783783784,45.148648648648646,0.011766209906272014
2.025675675675676,45.148648648648646,0.011194342120851635
2.072972972972973,45.148648648648646,0.01043021658624347
2.1202702702702703,45.148648648648646,0.00953230452918234
2.1675675675675676,45.148648648648646,0.008556869113722448
2.214864864864865,45.148648648648646,0.0075530331123137675
2.262162162162162,45.148648648648646,0.006560320705051165
2.3094594594594593,45.148648648648646,0.005608363818966949
2.3567567567567567,45.148648648648646,0.004718043101752238
2.404054054054054,45.148648648648646,0.0039032304263004448
2.4513513513513514,45.148648648648646,0.003172462598834652
2.4986486486486488,45.148648648648646,0.0025301795134079082
2.545945945945946,45.148648648648646,0.001977466773566215
2.5932432432432435,45.148648648648646,0.0015124536798290626
2.6405405405405404,45.148648648648646,0.0011305951745238336
2.687837837837838,45.148648648648646,0.0008250298415303564
2.735135135135135,45.148648648648646,0.0005871066812810482
2.782432432432432,45.148648648648646,0.00040706682094117743
2.8297297297297295,45.148648648648646,0.0002747922754508869
2.877027027027027,45.148648648648646,0.00018050800591716066
2.924324324324324,45.148648648648646,0.00011534038009484521
2.9716216216216216,45.148648648648646,0.00007167720032487467
3.018918918918919,45.148648648648646,0.00004332196501650508
3.0662162162162163,45.148648648648646,0.000025473006708947164
3.1135135135135137,45.148648648648646,0.000014579372320193716
3.160810810810811,45.148648648648646,8.129696941551668e-6
3.208108108108108,45.148648648648646,4.422360379918769e-6
3.2554054054054054,45.148648648648646,2.3509847475121515e-6
3.3027027027027027,45.148648648648646,1.2242080220538352e-6
3.3499999999999996,45.148648648648646,6.26153357269474e-7
3.397297297297297,45.148648648648646,3.1557741952492096e-7
3.4445945945945944,45.148648648648646,1.5724396561829594e-7
3.4918918918918918,45.148648648648646,7.770036936103537e-8
3.539189189189189,45.148648648648646,3.816604349906154e-8
3.5864864864864865,45.148648648648646,1.8657291332775495e-8
3.633783783783784,45.148648648648646,9.074447140661459e-9
3.681081081081081,45.148648648648646,4.3838163528752764e-9
3.728378378378378,45.148648648648646,2.0975544629363163e-9
3.7756756756756755,45.148648648648646,9.905588817807033e-10
3.822972972972973,45.148648648648646,4.599880632849563e-10
3.8702702702702703,45.148648648648646,2.0930612091036906e-10
3.9175675675675676,45.148648648648646,9.303164233284186e-11
3.9648648648648646,45.148648648648646,4.0285784138404034e-11
4.012162162162162,45.148648648648646,1.695975399862143e-11
4.059459459459459,45.148648648648646,6.9295037202989775e-12
4.106756756756757,45.148648648648646,2.7443064083585583e-12
4.154054054054054,45.148648648648646,1.052398394702331e-12
4.201351351351351,45.148648648648646,3.905062333572043e-13
4.248648648648649,45.148648648648646,1.401397967912725e-13
4.295945945945945,45.148648648648646,4.862666177000817e-14
4.3432432432432435,45.148648648648646,1.6315655643032103e-14
4.39054054054054,45.148648648648646,5.296927954635007e-15
4.437837837837838,45.148648648648646,1.6666172829640133e-15
4.485135135135135,45.148648648648646,5.099933083173945e-16
4.532432432432432,45.148648648648646,1.5285536140382754e-16
4.5797297297297295,45.148648648648646,4.547471155044758e-17
4.627027027027027,45.148648648648646,1.3736073607706605e-17
4.674324324324324,45.148648648648646,4.349267137027453e-18
4.721621621621622,45.148648648648646,1.4898802249500007e-18
4.768918918918919,45.148648648648646,5.591936966836677e-19
4.816216216216215,45.148648648648646,2.263160997326527e-19
4.863513513513514,45.148648648648646,9.559441508806103e-20
4.91081081081081,45.148648648648646,4.084945313953517e-20
4.958108108108108,45.148648648648646,1.7283804249566715e-20
5.005405405405405,45.148648648648646,7.150823458477527e-21
5.052702702702702,45.148648648648646,2.8737018784369184e-21
5.1,45.148648648648646,1.1179516265127985e-21
1.6,45.86486486486486,0.008115213907358747
1.6472972972972975,45.86486486486486,0.009584502734018521
1.6945945945945946,45.86486486486486,0.010980061035847498
1.741891891891892,45.86486486486486,0.012210107655264087
1.7891891891891893,45.86486486486486,0.013191414607581409
1.8364864864864865,45.86486486486486,0.013860168391648496
1.8837837837837839,45.86486486486486,0.014179923559540166
1.9310810810810812,45.86486486486486,0.014145060478257759
1.9783783783783784,45.86486486486486,0.013779223167815685
2.025675675675676,45.86486486486486,0.013129401600950778
2.072972972972973,45.86486486486486,0.012257274185870342
2.1202702702702703,45.86486486486486,0.011229868305614022
2.1675675675675676,45.86486486486486,0.010111442451863819
2.214864864864865,45.86486486486486,0.00895785884314668
2.262162162162162,45.86486486486486,0.00781385915891976
2.3094594594594593,45.86486486486486,0.006712870480384505
2.3567567567567567,45.86486486486486,0.005678472330821991
2.404054054054054,45.86486486486486,0.0047265307629722406
2.4513513513513514,45.86486486486486,0.0038671958987846126
2.4986486486486488,45.86486486486486,0.0031063212309634046
2.545945945945946,45.86486486486486,0.002446234744721425
2.5932432432432435,45.86486486486486,0.0018860538125904135
2.6405405405405404,45.86486486486486,0.0014218390111193594
2.687837837837838,45.86486486486486,0.0010468443939901045
2.735135135135135,45.86486486486486,0.0007520017572818015
2.782432432432432,45.86486486486486,0.0005266408640063206
2.8297297297297295,45.86486486486486,0.000359346856700392
2.877027027027027,45.86486486486486,0.00023881298875840122
2.924324324324324,45.86486486486486,0.00015455830139456188
2.9716216216216216,45.86486486486486,0.00009742669693576569
3.018918918918919,45.86486486486486,0.000059842089432659385
3.0662162162162163,45.86486486486486,0.00003584438342565298
3.1135135135135137,45.86486486486486,0.00002096217034057215
3.160810810810811,45.86486486486486,0.000011988373927556222
3.208108108108108,45.86486486486486,6.719002841132231e-6
3.2554054054054054,45.86486486486486,3.699760300299283e-6
3.3027027027027027,45.86486486486486,2.0073086583743374e-6
3.3499999999999996,45.86486486486486,1.076266902370813e-6
3.397297297297297,45.86486486486486,5.718484007526377e-7
3.4445945945945944,45.86486486486486,3.0171855002272543e-7
3.4918918918918918,45.86486486486486,1.582466705475092e-7
3.539189189189189,45.86486486486486,8.248475131864715e-8
3.5864864864864865,45.86486486486486,4.266386649122263e-8
3.633783783783784,45.86486486486486,2.1841718267678006e-8
3.681081081081081,45.86486486486486,1.1032342429278786e-8
3.728378378378378,45.86486486486486,5.479220162340589e-9
3.7756756756756755,45.86486486486486,2.6668795655206658e-9
3.822972972972973,45.86486486486486,1.2683151820589707e-9
3.8702702702702703,45.86486486486486,5.878706722688214e-10
3.9175675675675676,45.86486486486486,2.650040760663852e-10
3.9648648648648646,45.86486486486486,1.1598563265138137e-10
4.012162162162162,45.86486486486486,4.922173770606479e-11
4.059459459459459,45.86486486486486,2.0233043036977235e-11
4.106756756756757,45.86486486486486,8.049632823981121e-12
4.154054054054054,45.86486486486486,3.097814694458574e-12
4.201351351351351,45.86486486486486,1.152780155203682e-12
4.248648648648649,45.86486486486486,4.1477158506908296e-13
4.295945945945945,45.86486486486486,1.4433524325520844e-13
4.3432432432432435,45.86486486486486,4.8625601726318877e-14
