"",x
1,0.000147301029345259
2,0.0000151823328011755
3,7.92384425280244e-6
4,5.50861809980597e-6
5,4.43891476769352e-6
6,3.97276459223736e-6
7,3.56152151416309e-6
8,3.25998251121562e-6
9,3.04070227585739e-6
10,2.90366104673832e-6
11,2.87625362403594e-6
12,2.93106874380742e-6
13,3.09552068822346e-6
14,3.39704157736617e-6
15,3.80825994836585e-6
16,4.3018035358936e-6
17,4.8228627506114e-6
18,5.31658928772456e-6
19,5.78296834024355e-6
20,6.24942685161433e-6
21,6.74341073644227e-6
22,7.15513206886367e-6
23,7.51200731297268e-6
24,7.7591020428045e-6
25,7.896386529399e-6
26,8.00621907528214e-6
27,8.14351595397517e-6
28,8.3357431518829e-6
29,8.61037684894958e-6
30,8.91250573763895e-6
31,9.26961014156995e-6
32,9.65423621234278e-6
33,0.0000101213548098282
34,0.0000106435228670568
35,0.0000112207718717683
36,0.0000118806340837731
37,0.00001259566432736
38,0.0000133934184269072
39,0.0000142739686595138
40,0.0000152649263057786
41,0.0000163388686647269
42,0.0000175510018927591
43,0.0000188739413849861
44,0.0000203354300583069
45,0.0000219632884405541
46,0.0000237301960070117
47,0.0000256364215002489
48,0.0000276822553065817
49,0.0000298956885674942
50,0.0000322771268308733
51,0.0000348270072809865
52,0.0000376013126752699
53,0.0000406007234661231
54,0.0000438816182811697
55,0.0000473892926013336
56,0.0000511246140058077
57,0.0000551164443449413
58,0.0000593379210992314
59,0.0000637620752305358
60,0.0000684460227277847
61,0.0000734473319745913
62,0.0000787959080813844
63,0.0000845502457265573
64,0.0000907411871136323
65,0.0000974567831443503
66,0.000104786207314148
67,0.000112819946554455
68,0.00012167864817109
69,0.000131427716080714
70,0.000142220777613115
71,0.000154214907210499
72,0.00016754218844132
73,0.000182368236822571
74,0.000198834928736485
75,0.000216941906946625
76,0.000236751101818875
77,0.00025826874123132
78,0.000281473566000498
79,0.000306468592035222
80,0.000333270508085213
81,0.000362024321597755
82,0.000392852513757327
83,0.000425822403570677
84,0.000461040337483936
85,0.000498391778547079
86,0.000537692221795309
87,0.000578782407377474
88,0.00062149481626698
89,0.000665617229697924
90,0.000710994774127443
91,0.000757425924263794
92,0.000804768302869063
93,0.000852756819285669
94,0.000901905965871375
95,0.000951682252331216
96,0.00100202496843406
97,0.00105302917967591
98,0.00110500162918929
99,0.00115831414885428
100,0.00121358093799745
101,0.00127164129989863
102,0.00133349834419091
103,0.00140007056829972
104,0.00147228353649623
105,0.00155069456321889
106,0.0016350467885359
107,0.00172393009622868
108,0.00181393671175098
109,0.00189932196803562
110,0.00198745609004925
111,0.000116102895689236
112,0.0000134209313353363
113,6.68851923652293e-6
114,4.76800974210198e-6
115,3.83567670260945e-6
116,3.28739377554792e-6
117,2.82143960170819e-6
118,2.46517520373485e-6
119,2.24595861438051e-6
120,2.08155769037309e-6
121,2.05415849611e-6
122,2.08155769037309e-6
123,2.21855777482454e-6
124,2.46517520373485e-6
125,2.8488464756945e-6
126,3.31480531432387e-6
127,3.78084346867005e-6
128,4.19211949412913e-6
129,4.52118480282133e-6
130,4.87771685812623e-6
131,5.20686458479488e-6
132,5.50861809980597e-6
133,5.78296834024355e-6
134,6.00246832830599e-6
135,6.19454525464499e-6
136,6.3591933460516e-6
137,6.55129530133421e-6
138,6.77085689910466e-6
139,7.0453336594833e-6
140,7.29238627307703e-6
141,7.59436974509356e-6
142,7.92384425280244e-6
143,8.25335841443171e-6
144,8.63784173388413e-6
145,9.07731736706115e-6
146,9.51686355552188e-6
147,0.000010011437381366
148,0.000010533584473357
149,0.0000111108102966575
150,0.0000117156536205035
151,0.0000124031378139129
152,0.0000131458146918382
153,0.0000139987662883587
154,0.0000146317731027411
155,0.0000159257640563035
156,0.0000170550643431655
157,0.0000182675147654061
158,0.0000195632256286689
159,0.0000209699038124278
160,0.0000224601159498654
161,0.0000240892384841879
162,0.0000258575190362757
163,0.0000277652267676727
164,0.0000298680096044792
165,0.0000321386143884736
166,0.0000346329111440002
167,0.0000373237555956097
168,0.000040267293284803
169,0.0000434643371890217
170,0.0000469436244626161
171,0.0000507620087755404
172,0.0000548929714050753
173,0.0000594218574778551
174,0.0000643786641069624
175,0.0000698499624069461
176,0.0000759514167877474
177,0.0000827718797458295
178,0.0000904581904947301
179,0.0000990743867536591
180,0.000108771641968506
181,0.00011958998518138
182,0.000131686251857718
183,0.000145134996615706
184,0.000160072081067543
185,0.000176492422336266
186,0.000194451754287136
187,0.000214009494794515
188,0.000235229103663845
189,0.000258118310695893
190,0.000282808984555639
191,0.000309440470891641
192,0.000338129656365076
193,0.000369001734311427
194,0.000402191267251135
195,0.000437618528802112
196,0.00047513809944675
197,0.000514698460044928
198,0.000556146782705193
199,0.00059935661665776
200,0.000644229155984744
201,0.00069065968484069
202,0.000738572407801331
203,0.000787813117976095
204,0.000837472353474681
205,0.000887708180357244
206,0.000938420124280234
207,0.000989342416789766
208,0.00104034890596173
209,0.00109150780356252
210,0.0011428926491958
211,0.00119496383794848
212,0.00124847653388606
213,0.00130451062941637
214,0.001364508262827
215,0.00143027822270428
216,0.00150358760936516
217,0.00158638115060437
218,0.00168039192691548
219,0.00178724844684905
220,0.00190832210701283
221,0.000141868715345324
222,0.0000143329514447102
223,7.54792974454855e-6
224,5.27004932042651e-6
225,4.25798320745379e-6
226,3.8137848255925e-6
