"",x
1,0.000135020677771285
2,0.000013365905794955
3,7.26493488176166e-6
4,5.20686458479488e-6
5,4.19211949412913e-6
6,3.78084346867005e-6
7,3.39704157736617e-6
8,3.12293030601138e-6
9,2.90366104673832e-6
10,2.79403300207214e-6
11,2.73922062582761e-6
12,2.76662667678024e-6
13,2.82143960170819e-6
14,3.12293030601138e-6
15,3.47928031059644e-6
16,3.91792861268257e-6
17,4.32922523293817e-6
18,4.71315783255424e-6
19,5.09714427912016e-6
20,5.45375135056326e-6
21,5.81040487638923e-6
22,6.11222492187754e-6
23,6.3591933460516e-6
24,6.52385133961408e-6
25,6.60618405007572e-6
26,6.66107389925526e-6
27,6.71596484891666e-6
28,6.88064430123603e-6
29,7.10023231375585e-6
30,7.34728988145593e-6
31,7.64927940970541e-6
32,7.97876052573849e-6
33,8.39066768746064e-6
34,8.85757073247769e-6
35,9.37949779107807e-6
36,9.95648032192508e-6
37,0.0000106160378547628
38,0.0000113582300515635
39,0.0000121556236168717
40,0.0000130632850893663
41,0.0000140813240951606
42,0.0000152098636925305
43,0.0000164765840535606
44,0.0000178541190698575
45,0.0000193977815831078
46,0.0000210526720996034
47,0.00002290181610302
48,0.0000248627207014172
49,0.0000269909242319353
50,0.0000292868160118697
51,0.0000318062131148272
52,0.0000345220052434482
53,0.0000374902864668103
54,0.000040711875884267
55,0.0000442154889519382
56,0.0000479743421492643
57,0.0000519894818668238
58,0.0000562620295419855
59,0.0000607651896229122
60,0.00006555617406377
61,0.0000706645774122305
62,0.0000761484644640206
63,0.0000820382875276471
64,0.0000883932008842432
65,0.0000952731157910898
66,0.000102795663446872
67,0.000111051640673848
68,0.00012013345642329
69,0.000130164114709002
70,0.000141240450850364
71,0.00015354879517294
72,0.000167192935656265
73,0.00018233897267965
74,0.00019909990910656
75,0.00021750505252717
76,0.000237616929242511
77,0.00025941228349298
78,0.000282930418547815
79,0.000308214562959354
80,0.00033540499518904
81,0.000364681776764985
82,0.000396172826851874
83,0.000430079814499821
84,0.000466553857167267
85,0.000505495480715115
86,0.000546803658783358
87,0.000590306649309048
88,0.000635927705726018
89,0.000683446152088998
90,0.000732769825366937
91,0.000783763824596714
92,0.000836320161034108
93,0.000890284125610846
94,0.000945487841957527
95,0.00100174863516764
96,0.00105894798878586
97,0.00111679148462506
98,0.00117512639364619
99,0.00123365704510859
100,0.00129219320548171
101,0.00135039374501038
102,0.00140793467643346
103,0.00146455986980148
104,0.0015198041374717
105,0.0015734122311648
106,0.00162486750841068
107,0.00167377418171539
108,0.00171966812972135
109,0.00176217239887881
110,0.0018155303694846
111,0.000105753565336043
112,0.0000118531366494984
113,6.02990706420271e-6
114,4.41149197200706e-6
115,3.50669377062941e-6
116,3.01329348126764e-6
117,2.62959916529627e-6
118,2.32816277847759e-6
119,2.1089571588382e-6
120,1.97196255847578e-6
121,1.91716663762745e-6
122,1.91716663762745e-6
123,1.97196255847578e-6
124,2.1089571588382e-6
125,2.35556471500475e-6
126,2.62959916529627e-6
127,2.93106874380742e-6
128,3.20516080585877e-6
129,3.45186712504529e-6
130,3.72601133289952e-6
131,3.97276459223736e-6
132,4.21954009261923e-6
133,4.43891476769352e-6
134,4.65830702192353e-6
135,4.8228627506114e-6
136,4.98742837034828e-6
137,5.15200388232268e-6
138,5.34402115056922e-6
139,5.56348594860507e-6
140,5.78296834024355e-6
141,6.02990706420271e-6
142,6.30430954873527e-6
143,6.57873953815281e-6
144,6.90809183966661e-6
145,7.23748376568791e-6
146,7.62182443974264e-6
147,8.00621907528214e-6
148,8.47305655685442e-6
149,8.93997365357705e-6
150,9.48938985126521e-6
151,0.0000100938750390013
152,0.0000107809520674698
153,0.0000115231889775624
154,0.0000123756351314301
155,0.0000133108813604588
156,0.000014356534765376
157,0.000015485187833422
158,0.0000166969430852005
159,0.0000179919106996276
160,0.0000193977815831078
161,0.0000209423149393992
162,0.0000225981395930065
163,0.0000244207041058279
164,0.0000264379850330263
165,0.0000286227458011194
166,0.0000310584577704504
167,0.0000337180717936998
168,0.0000366577333853964
169,0.0000398783427222867
170,0.0000434365207106988
171,0.000047333580116474
172,0.0000515988625499773
173,0.0000562899766334325
174,0.0000613811038668425
175,0.0000670428026044381
176,0.000073334842599109
177,0.0000803743262450329
178,0.0000883083716069213
179,0.0000972298275213427
180,0.000107233715509131
181,0.000118417598890626
182,0.000130910717755933
183,0.000144759725139132
184,0.000160101108169681
185,0.00017695968718923
186,0.000195421919672449
187,0.000215490118471648
188,0.000237228765847152
189,0.000260706868141288
190,0.000286059200278356
191,0.000313489866050951
192,0.000343152611393012
193,0.000375274665048472
194,0.000409939667060279
195,0.000447208208613754
196,0.000486952844555963
197,0.000529109193269846
198,0.000573612282226593
199,0.00062039566403176
200,0.000669390492060904
201,0.00072059578810344
202,0.000773939121233145
203,0.000829417170479848
204,0.000886913157411058
205,0.000946416110534938
206,0.0010078344190741
207,0.00107118850183051
208,0.00113629216421045
209,0.00120315166628702
210,0.00127159773649854
211,0.00134162015291226
212,0.00141302178839128
213,0.00148572305896238
214,0.0015595847950635
215,0.00163435041283686
216,0.00170993672578873
217,0.00178609168252769
218,0.00186253302411345
219,0.00193911243906911
220,0.00201543652940463
221,0.000235079933689736
222,0.0000257746053678776
223,0.0000118531366494984
224,7.3747420985302e-6
225,5.92015377052273e-6
226,5.09714427912016e-6
227,4.46633783805459e-6
228,4.02760167011559e-6
229,3.75342726351623e-6
230,3.67118029525417e-6
231,3.78084346867005e-6
232,4.08243984636096e-6
233,4.57603286635102e-6
234,5.31658928772456e-6
235,6.33175130986641e-6
236,7.51200731297268e-6
237,8.77517029143966e-6
238,0.0000101213548098282
239,0.0000115781774949652
240,0.0000132558580318036
241,0.0000149345672360406
242,0.0000165316721487573
243,0.0000178541190698575
244,0.000018818806141471
245,0.0000195356509267933
246,0.000020142358531332
247,0.0000207216139629083
248,0.0000214389571942192
249,0.0000222668945385051
250,0.0000230950823301891
251,0.000023978758860779
252,0.0000249179777938479
253,0.0000259404352157257
254,0.0000270462242942922
255,0.0000282077836985545
256,0.0000294805335012481
257,0.0000308646286063207
258,0.000032332533770014
259,0.0000338843834854357
260,0.000035631266468679
261,0.0000375457990082438
262,0.0000397116665376638
263,0.0000421572681179923
264,0.0000449668468560442
265,0.0000480579308626671
266,0.0000513756765313587
267,0.0000549209045250437
